outer_row,outer_col,channel_id,range_offset_m,azimuth_offset_m,inner_delay_set
1,1,1,12,-23,"[0,1/10,5/6,14/15]T"
2,1,4,22.9172747262183,-17.4013395539837,"[0,1/10,5/6,14/15]T"
3,1,1,12,-23,"[0,1/10,5/6,14/15]T"
4,1,4,22.9172747262183,-17.4013395539837,"[0,1/10,5/6,14/15]T"
1,2,2,20.8167787843871,-28.2602549156242,"[0,1/10,5/6,14/15]T"
2,2,3,25.1955399610762,-27.4121026332801,"[0,1/10,5/6,14/15]T"
3,2,2,20.8167787843871,-28.2602549156242,"[0,1/10,5/6,14/15]T"
4,2,3,25.1955399610762,-27.4121026332801,"[0,1/10,5/6,14/15]T"
1,3,3,25.1955399610762,-27.4121026332801,"[0,1/10,5/6,14/15]T"
2,3,2,20.8167787843871,-28.2602549156242,"[0,1/10,5/6,14/15]T"
3,3,3,25.1955399610762,-27.4121026332801,"[0,1/10,5/6,14/15]T"
4,3,2,20.8167787843871,-28.2602549156242,"[0,1/10,5/6,14/15]T"
1,4,4,22.9172747262183,-17.4013395539837,"[0,1/10,5/6,14/15]T"
2,4,1,12,-23,"[0,1/10,5/6,14/15]T"
3,4,4,22.9172747262183,-17.4013395539837,"[0,1/10,5/6,14/15]T"
4,4,1,12,-23,"[0,1/10,5/6,14/15]T"
