channel_id,range_offset_m,azimuth_offset_m,outer_tile_count,outer_area_fraction,range_mod_frequency_hz,azimuth_mod_frequency_hz,source_id,target_range_m,target_azimuth_m
1,6,23,5,0.102040816326531,-24000000,122.666666666667,1,1.40834381901946e-15,23
2,-0.171745149070967,8.49467844093695,5,0.102040816326531,686980.596283867,45.3049516849971,1,-6.17174514907097,8.49467844093695
3,-15.8742998747885,7.10739087062379,5,0.102040816326531,63497199.4991541,37.9060846433269,1,-21.8742998747885,7.10739087062379
4,-3.98609342109911,-3.24467844093695,5,0.102040816326531,15944373.6843965,-17.3049516849971,1,-9.98609342109911,-3.24467844093695
5,-7.51906080272689,-18.6073908706238,5,0.102040816326531,30076243.2109075,-99.2394179766602,1,-13.5190608027269,-18.6073908706238
6,6,-10.5,5,0.102040816326531,-24000000,-56,1,-1.92881870865708e-15,-10.5
7,19.5190608027269,-18.6073908706238,5,0.102040816326531,-78076243.2109075,-99.2394179766602,1,13.5190608027269,-18.6073908706238
8,15.9860934210991,-3.24467844093695,5,0.102040816326531,-63944373.6843965,-17.3049516849971,1,9.98609342109911,-3.24467844093695
9,27.8742998747885,7.10739087062379,5,0.102040816326531,-111497199.499154,37.9060846433269,1,21.8742998747885,7.10739087062379
10,12.171745149071,8.49467844093695,4,0.0816326530612245,-48686980.5962839,45.3049516849971,1,6.17174514907097,8.49467844093695
1,-9.08587257453548,15.7473392204685,5,0.102040816326531,36343490.2981419,83.9858091758319,2,-3.08587257453548,15.7473392204685
2,-20.0230225119297,7.80103465578037,5,0.102040816326531,80092090.047719,41.605518164162,2,-14.0230225119297,7.80103465578037
3,-21.9301966479438,1.93135621484342,5,0.102040816326531,87720786.5917753,10.3005664791649,2,-15.9301966479438,1.93135621484342
4,-17.752577111913,-10.9260346557804,5,0.102040816326531,71010308.447652,-58.2721848308286,2,-11.752577111913,-10.9260346557804
5,-12.7595304013634,-14.5536954353119,5,0.102040816326531,51038121.6054538,-77.6197089883301,2,-6.75953040136344,-14.5536954353119
6,0.759530401363437,-14.5536954353119,5,0.102040816326531,-3038121.60545375,-77.6197089883301,2,6.75953040136344,-14.5536954353119
7,5.75257711191299,-10.9260346557804,5,0.102040816326531,-23010308.447652,-58.2721848308287,2,11.752577111913,-10.9260346557804
8,9.93019664794382,1.93135621484342,5,0.102040816326531,-39720786.5917753,10.3005664791649,2,15.9301966479438,1.93135621484342
9,8.02302251192975,7.80103465578037,5,0.102040816326531,-32092090.047719,41.605518164162,2,14.0230225119298,7.80103465578037
10,-2.91412742546451,15.7473392204685,4,0.0816326530612245,11656509.7018581,83.9858091758319,2,3.08587257453549,15.7473392204685
