Cx_val,Cy_val,frequency_GHz,real,imag,reference_impedance_ohm,magnitude_linear,magnitude_dB,phase_deg_wrapped,phase_deg_unwrapped
0.7,0.7,6.684,0.901511356827,-0.0859227571319,376.730313667,0.905596735132,-0.861303037532,-5.44439652721,-365.444396527
0.7,0.7,6.69,0.901350675274,-0.0944185380227,376.730313667,0.906282461564,-0.854728488404,-5.98005403422,-365.980054034
0.7,0.7,6.69075,0.901324710244,-0.0954771399055,376.730313667,0.906367539987,-0.853913127701,-6.04678012409,-366.046780124
0.7,0.7,6.696,0.901106786365,-0.102866344472,376.730313667,0.906959164053,-0.848245333239,-6.51244016242,-366.512440162
0.7,0.7,6.702,0.900781106711,-0.111266063471,376.730313667,0.907626982349,-0.841852033816,-7.04160708552,-367.041607086
0.7,0.7,6.708,0.900375025557,-0.119617597821,376.730313667,0.908286054255,-0.835547077598,-7.56760597542,-367.567605975
0.7,0.7,6.714,0.899889905545,-0.127920865224,376.730313667,0.908936515858,-0.829328975279,-8.09048701258,-368.090487013
0.7,0.7,6.72,0.89932708386,-0.136175797293,376.730313667,0.909578502127,-0.82319625484,-8.61029938436,-368.610299384
0.7,0.7,6.726,0.898687874715,-0.144382338457,376.730313667,0.910212148797,-0.817147443382,-9.12709125904,-369.127091259
0.7,0.7,6.732,0.897973577478,-0.152540445992,376.730313667,0.910837599966,-0.81118099459,-9.64090976211,-369.640909762
0.7,0.7,6.738,0.897185511191,-0.160650116253,376.730313667,0.911455046255,-0.805294925145,-10.1518022536,-370.151802254
0.7,0.7,6.744,0.896324829224,-0.168711659055,376.730313667,0.912064593866,-0.79948806312,-10.6598353453,-370.659835345
0.7,0.7,6.75,0.895392258349,-0.176724448668,376.730313667,0.912665780595,-0.793764651225,-11.1650213682,-371.165021368
0.7,0.7,6.753,0.894899684599,-0.18071257993,376.730313667,0.912963571037,-0.790931025725,-11.4165581643,-371.416558164
0.7,0.7,6.756,0.894389731474,-0.184688612941,376.730313667,0.913259478744,-0.788116230776,-11.6674032581,-371.667403258
0.7,0.7,6.762,0.893318199218,-0.192604375934,376.730313667,0.913845638324,-0.78254313315,-12.1670394368,-372.167039437
0.7,0.7,6.768,0.892178753351,-0.2004717332,376.730313667,0.914424323683,-0.777044604552,-12.6639710522,-372.663971052
